Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
iPhone 12 Pro Review: Everything Old is New Again,https://www.reviewgeek.com/p/uploads/2020/11/c84af246.jpg,"Not to say something that has been repeated time and time again, but you know that it just works when you buy an iPhone. The iPhone 12 Pro, Apple’s 2020 flagship smartphone alongside the Pro Max, keeps everything that makes the iPhone loved by so many while bringing back a popular design that makes it the total package.",60555,iPhone 12 Pro ,9,10,Justin Duino,2020-11-13T08:00:57-05:00,https://www.reviewgeek.com/60555/iphone-12-pro-review-everything-old-is-new-again/,"Customization isn’t a huge thing on the iPhone, but it doesn’t have to be. You pick up an iPhone and you immediately know that it’s just going to work. You also know that it’s going to work the same 12 months down the line as it did when you first took it out of the box."
Audeze LCD-1 Review: Like Wearing a Pair of Portable Studio Monitors,https://www.reviewgeek.com/p/uploads/2020/12/568bfa90.jpg,"You don’t need to piss off your neighbors to hear the clear spacious sound of full-sized speakers or monitors. Audeze’s LCD-1 reference headphones manage to replicate the experience of large desktop speakers in a comfortable portable package. But with an open-back design and planar drivers, it’s hard to recommend them to anyone but audio nerds and musicians.",63860,Audeze LCD-1 ,8,10,Andrew Heinzman,2020-12-24T13:13:00-05:00,https://www.reviewgeek.com/63860/audeze-lcd-1-review-like-wearing-a-pair-of-portable-studio-monitors/,"Elephant in the room? What are you talking about? Oh, I get it. At $400, the Audeze LCD-1s are a pretty hefty investment. I don’t think that the average person should spend $400 on a pair of headphones—especially not a pair of open-back headphones that are useless when you’re out in public or sitting on the couch next to your significant other."
Creative Outlier Air v2 Review: Better In (Almost) Every Way,https://www.reviewgeek.com/p/uploads/2020/11/061a1d95.jpg,"Many moons ago—perhaps even a decade ago in 2020 years—I called the Creative Outlier Air the best true wireless earbuds for the money. Now, Creative is back with the aptly named Outlier Air v2, which fixes the most nagging issue with the v1 (spoiler: the buttons). But the true wireless landscape has changed dramatically in the last year, so can the $69 v2 hold the best value title?",59569,Creative Outlier Air v2 ,9,10,Cameron Summerson,2020-11-05T07:00:17-05:00,https://www.reviewgeek.com/59569/creative-outlier-air-v2-review-better-in-almost-every-way/,"The conclusion at the end of the first review was pretty easy. Today, the market is much more crowded, and things have changed "
Galaxy S20 Fan Edition Review: A Fancy but Frugal Flagship Phone,https://www.reviewgeek.com/p/uploads/2020/10/099db75e.jpg,"Praise be to the mighty Samsung, for it has heard our pleas of “good freakin’ grief, phones are getting too expensive.” In its infinite wisdom, it hath remade the Galaxy S20, flagship from earlier in 2020, with slightly cheaper materials and components. It hath been rechristened the “Fan Edition,” and bestowed upon us for seven hundred dollarydoos. Hot diggity, rejoice!",59184,Galaxy S20 Fan Edition ,9,10,Michael Crider,2020-11-03T08:00:58-05:00,https://www.reviewgeek.com/59184/galaxy-s20-fan-edition-review-a-fancy-but-frugal-flagship-phone/,"So yes, the cameras are a definite low point, especially when comparing this with a similarly-priced iPhone or Pixel. It’s not as if the cameras are terrible, they just don’t compete with flagship devices as much as the rest of the phone does. It’s more than acceptable, either as a known trade-off or for someone who just doesn’t care about phone photography that much."
Edifier’s S880DB Speakers Pack a Punch Into Pint-Sized Packaging,https://www.reviewgeek.com/p/uploads/2020/10/ece6d39d.jpg,"Edifier is a brand renowned for its high-quality yet inexpensive speakers. The Edifier S880DB bookshelf monitor speakers are one such example. They retail at a very reasonable $259.99 and, at that price, I’d say they are a bargain.",55728,Edifier’s S880DB Speakers Pack a Punch Into Pint-Sized Packaging,9,10,Ste Knight,2020-11-08T09:00:00-05:00,https://www.reviewgeek.com/55728/edifiers-s880db-speakers-pack-a-punch-into-pint-sized-packaging/,"If you are in the market for a new pair of bookshelf speakers or a new pair of monitor speakers for your computer music projects, then I would certainly recommend the Edifier S880DB. They are easy to set up and operate for anyone who isn’t overly familiar with hi-fi components and, as there is no pre-amp to hook up, they’re even simpler!"
Hyper X Cloud II Wireless Review: Good Until You Plug the Mic In,https://www.reviewgeek.com/p/uploads/2020/10/9b651792.jpg,"The HyperX Cloud II has been a reigning king in the world of sub-$100 gaming headsets. The comfortable build, solid sound quality, and impressive microphone made it a favorite of many and now HyperX aims to improve on its best-selling headset with a wireless version.",57593,Hyper X Cloud II Wireless ,6.5,10,Eric Schoon,2020-11-04T09:00:06-05:00,https://www.reviewgeek.com/57593/hyper-x-cloud-ii-wireless-review-good-until-you-plug-the-mic-in/,"At the very least, HyperX does include a removable pop filter for the microphone, which helps filter out plosives and makes the microphone sound clearer."
"LUMI Keys Keyboard is Flashy and Fun, but Sometimes Misses a Note",https://www.reviewgeek.com/p/uploads/2020/10/4aca879b.png,"Learning to play a musical instrument proficiently is something that’s on pretty much everyone’s to-do list, yet it’s something few people actually accomplish. Why? Because the learning process can be difficult, lengthy, and at times even boring. But ROLI, the company behind LUMI Keys, is trying to fix that with its bright and colorful app-driven keyboard.",59155,"LUMI Keys Keyboard is Flashy and Fun, but Sometimes Misses a Note",6,10,Suzanne Humphries,2020-11-12T09:00:00-05:00,https://www.reviewgeek.com/59155/lumi-keys-is-flashy-and-fun-but-sometimes-misses-a-note/,"Honestly, LUMI Keys feels better suited for people who want to learn just enough piano to record EDM songs on a MIDI controller than for those hoping to one day become concert pianists."
OnePlus 8T Review: A Powerful Phone With a Camera that Can’t Compete,https://www.reviewgeek.com/p/uploads/2020/11/09aea907.jpg,"The OnePlus 8T is a great phone. It packs in all the essential features without making too many compromises. It has a great display, long battery life with super-fast charging, and OxygenOS grants you a smooth experience that closely resembles pure Android.",60308,OnePlus 8T ,7,10,Peter Cao,2020-11-12T08:00:54-05:00,https://www.reviewgeek.com/60308/oneplus-8t-review-a-powerful-phone-with-a-camera-that-cant-compete/,The biggest drawback is in the camera department. It’s simply not as good as other cameras in its price range.
"OnePlus Nord N10 5G Review: An Accessible, Powerful 5G Phone",https://www.reviewgeek.com/p/uploads/2020/11/f19c9085-1.png,"OnePlus is back to doing what it does best—gracefully undercutting the big phone brands. The new OnePlus Nord N10 5G offers an affordable, accessible entry point to 5G with a powerful Snapdragon 690 processor and a beautiful 90hz display. Launching for $300 on January 15th in the U.S. (£329 in the U.K.), the N10 5G is a certified winner with a couple of glaring flaws.",59834,OnePlus Nord N10 5G ,7,10,Andrew Heinzman,2020-11-09T08:00:49-05:00,https://www.reviewgeek.com/59834/oneplus-nord-n10-5g-review-an-accessible-powerful-5g-phone/,"While I wish that OnePlus would focus on building a great, reliable main camera instead of blowing money on extra lenses, I have to admit that the 16-megapixel selfie camera is pretty accurate and consistent. The N10 5G also supports some impressive video specs, handling 4K video at 30 FPS with options for Super Slow-Mo and Time Lapse at 1080p."
Anker’s PowerPort III Charger is a Great Travel Buddy (If I Ever Travel Again),https://www.reviewgeek.com/p/uploads/2020/10/ee029f72.jpg,"There’s not much to say in a review about Gallium Nitride (GaN) chargers. They either work or they don’t. This one does, but it comes with a few extra bells and whistles. The Anker PowerPort III offers 60 watts of charging across two USB-C ports, but it also comes with three swappable outlet adapters: US, UK, and Europe.",57598,Anker’s PowerPort III Charger is a Great Travel Buddy (If I Ever Travel Again),6,10,Michael Crider,2020-11-01T09:00:31-05:00,https://www.reviewgeek.com/57598/ankers-powerport-iii-charger-is-a-great-travel-buddy-if-i-ever-travel-again/,"The PowerPort III’s maximum 60-watt output should be enough for either one mid-range laptop or any combination of smaller laptop/tablet and smartphone to charge at full speed. The secondary USB-C port is handy for charging up accessories, too. That said, there’s definitely room on this thing for a third USB port, preferably an A one to cover those gadgets/cables that haven’t joined us in the future yet."
Ditch the Saddlebag with Waterfield’s Cycling Jersey Pocket Tool Case,https://www.reviewgeek.com/p/uploads/2020/11/015c80d3.jpg,Look beneath the saddle of almost any cyclists’ bike and you’ll likely see an under-seat saddle bag to carry a flat kit and other emergency items. But that’s not pro. No saddlebag is the cleanest look–but therein lies the problem. How are you supposed to carry your gear without a saddlebag? It’s not like non-pro riders have a team car for when they flat.,58943,Ditch the Saddlebag with Waterfield’s Cycling Jersey Pocket Tool Case,8,10,Cameron Summerson,2020-11-06T09:00:33-05:00,https://www.reviewgeek.com/58943/skip-the-saddlebag-with-waterfields-cycling-jersey-pocket-tool-case/,"While it may not seem like the best value in cycling at first, look at it two, three, four, etc. years down the road. I bet you’ll feel differently when you’ve replaced all your bibs and bike at least once, but your trusty Jersey Pocket Tool Case is still right there by your side."
Pixel 5 Review: The Nexus Returns,https://www.reviewgeek.com/p/uploads/2020/11/8030184e.jpg,"Google’s Pixel line has a convoluted history. What started off as a way to show off Android’s capabilities in affordable phones with the Nexus line transitioned into Google’s attempt at flagship devices with the emergence of the Pixel. We’re now into the fifth generation Pixel device, and the question is: did they finally get it right?",59751,Pixel 5 ,9,10,Cameron Summerson,2020-11-11T09:00:00-05:00,https://www.reviewgeek.com/59751/pixel-5-review-the-nexus-returns/,"If this phone would’ve been released any other year, it would’ve been an easy and instant recommendation. But it comes at a time when Google is essentially competing with itself thanks to the incredible value presented by the Pixel 4a and 4a 5G. This makes the $700 Pixel 5 a hard recommendation when you can easily get 90 percent of its best features in a phone that costs significantly less."
Acer Swift 3 Review: The Best Value in Windows Laptops Today,https://www.reviewgeek.com/p/uploads/2020/11/91ec2960.jpg,"Last month, we published an article about Windows laptops that don’t suck. Among those choices was the Acer Swift 3, and the company hit me up about a review shortly after. Not only does this laptop not suck, but it’s an all around killer Windows machine for the price.",58558,Acer Swift 3 ,9,10,Cameron Summerson,2020-11-02T08:00:56-05:00,https://www.reviewgeek.com/58558/acer-swift-3-review-best-value-in-windows-laptops-today/,"In our battery tests—which consists of a 10+ hour YouTube video played at 50 percent brightness and audio, along with a handful of other tabs and simple background tasks (like Slack)—the Swift 3 got 8 hours and 15 minutes before suspending itself with 5 percent remaining. Not great, but far from awful. Very usable."
Razer Huntsman Mini Review: Programming Remains the Bane of Mini Keyboards,https://www.reviewgeek.com/p/uploads/2020/10/49d0bfb6.jpg,"The Razer Huntsman Mini is Razer’s smallest keyboard ever, shrinking the features of the popular Hunstman and BlackWidow lines down into a semi-standardized 60% keyboard layout. It’s a solid little board, with more features than I would have expected, and Razer’s fancy optical switches as the highlight of the list.",56041,Razer Huntsman Mini ,5,10,Michael Crider,2020-10-16T10:24:00-04:00,https://www.reviewgeek.com/56041/razer-huntsman-mini-review-programming-remains-the-bane-of-mini-keyboards/,"And that’s too bad, because assuming you like Razer’s optical switches, this is a good little board that makes an excellent travel companion. But with its lack of programming options and relatively high price, I can’t recommend it to either newcomers or mechanical keyboard veterans."
AfterShokz OpenMove Review: A Perfect Entry Point for Bone Conduction Headphones,https://www.reviewgeek.com/p/uploads/2020/10/e8735976.jpg,"If you haven’t tried bone conduction headphones yet, you should: they’re an excellent way to listen to music or the spoken word while keeping aware of your surroundings. AfterShokz is probably the best-known vendor of these gadgets, and it has a new mid-range set of Bluetooth headphones: the OpenMove.",57595,AfterShokz OpenMove ,9,10,Michael Crider,2020-11-02T09:00:00-05:00,https://www.reviewgeek.com/57595/aftershokz-openmove-review-a-perfect-entry-point-for-bone-conduction-headphones/,"If you plan to use bone conductive headphones around others on a regular basis (and you might want to because the ability to hear through your regular ears is addictive), be aware that they can be quite noisy.  People standing close to you, say, in a line at the bank, will be able to hear some of the sound they make. They’re not boom boxes, and less obnoxious than, say, full-sized open-back headphones. But I found myself lowering the volume when I had to be around others."
The Minut Smart Home Sensor is a Mighty Mini Monitor,https://www.reviewgeek.com/p/uploads/2020/10/f65476d3.jpg,"The rather unremarkable-looking Minut Smart Home Sensor might be unassuming when you take it out of its box, but it is actually packed with features. The small hockey-puck shaped monitor retails at $129 and it offers several layers of protection—not only around your apartment or house but also your extended community, like your apartment building or street.",55423,The Minut Smart Home Sensor is a Mighty Mini Monitor,9,10,Ste Knight,2020-10-11T09:00:39-04:00,https://www.reviewgeek.com/55423/the-minut-smart-home-sensor-is-a-mighty-mini-monitor/,The Minut offers more than 
Surface Duo Review: A Desktop in My Pocket,https://www.reviewgeek.com/p/uploads/2020/10/c8bbb98b.jpg,"When I ordered my Surface Duo, I knew I was in for some disappointment. After all, it doesn’t have near-field communication (NFC), or wireless charging, or even a decent camera. When I finally got it, it gave a bad first impression. But weeks later, I’ve come to one inescapable conclusion. The Surface Duo just isn’t a phone. It’s a desktop in my pocket, and that’s why I love it.",56416,Surface Duo ,7,10,Josh Hendrickson,2020-10-12T08:00:32-04:00,https://www.reviewgeek.com/56416/surface-duo-review-a-desktop-in-my-pocket/,"But I’m a Microsoft Fan, willing to look past issues like those found on the Surface Duo. I don’t use my smartphone for calls all that often. It does the thing I’ve always wanted—make me more productive and more capable."
"Google Pixel 4a 5G Review: If I Could, I’d Take Away the “5G” Part",https://www.reviewgeek.com/p/uploads/2020/11/e7e44edc-3.jpg,"Three months ago I reviewed the Pixel 4a, and gave it a perfect score. I think it’s ideal for a budget Android phone today. The Pixel 4a 5G is that, just bigger and with 5G. Does that make it perfect, too? Not quite. This is still a fantastic phone, I just wish Google had made some different choices.",59934,Google Pixel 4a 5G ,9,10,Michael Crider,2020-11-10T08:00:53-05:00,https://www.reviewgeek.com/59934/google-pixel-4a-5g-review-if-i-could-id-take-away-the-5g-part/,"If I could have the Pixel 4a 5G, minus the 5G, and plus water resistance and (less important) wireless charging, I’d have been happy to fork over the $500 asking price. In this hypothetical purchase, I don’t think I ever would have envied the more expensive phone its super-speedy mobile coverage."
Roku Streambar Review: The Streaming and Listening Experience for All,https://www.reviewgeek.com/p/uploads/2020/10/6170228b.jpg,"Roku is the most popular streaming platform in the U.S. and other markets because the interface is dead simple to use and the relatively low cost of hardware makes the platform accessible to people of every budget. With the Streambar, Roku now has the de facto option for those looking to up their streaming video and audio experience with a single device.",56980,Roku Streambar ,9,10,Justin Duino,2020-10-15T08:59:46-04:00,https://www.reviewgeek.com/56980/roku-streambar-review-the-streaming-and-listening-experience-for-all/,"Don’t expect to compare the Streambar to expensive speakers, but Roku did a fantastic job tuning the four speaks in the soundbar to provide a pleasant listening experience. Although it might not fill a large living room, the Streambar is more than sufficient for a bedroom or small media room."
The ‘NBA Jam’ Arcade Cabinet Proves Arcade1Up Is (Almost) on Fire,https://www.reviewgeek.com/p/uploads/2020/10/48ec1b67.jpg,"It’s hard to put my finger on what makes the perfect retro arcade cabinet. You want something with style, quality hardware, and games you’ll love. Any extra features should add to the experience, not detract. And for Arcade1Up’s $400 NBA Jam Arcade Machine, the extra features both elevate it to a better machine and prevent a perfect score. It’s so close to a firey slam dunk, but while it’s not quite that, it’s at least a three-pointer, nothing but net. ",54514,The ‘NBA Jam’ Arcade Cabinet Proves Arcade1Up Is (Almost) on Fire,8,10,Josh Hendrickson,2020-10-30T09:00:00-04:00,https://www.reviewgeek.com/54514/the-nba-jam-arcade-cabinet-proves-arcade1up-is-almost-on-fire/,But if you 
Wyze Cam v3 Review: A Big Leap Forward,https://www.reviewgeek.com/p/uploads/2020/10/a87964fe.jpg,"Wyze made a name for itself with the very first Wyze Cam, a cheap little security cam that turned out to be a much bigger deal than anyone expected. The company has gone on to make a ton of affordable gadgets since then, from doorbells to headphones. Today, it’s announcing the third generation Cam, which is easily its most powerful camera to date.",58075,Wyze Cam v3 ,9,10,Cameron Summerson,2020-10-27T12:59:41-04:00,https://www.reviewgeek.com/58075/wyze-cam-v3-review-a-big-step-forward/,"If you’re already a Wyze Cam user and want to add more cameras to your setup, then the v3 is an absolute no-brainer. Between the indoor/outdoor use, the starlight sensor, more fluid two-way communication, and all the other upgrades, it’s easily the best camera that Wyze has ever released."
1More Over-Ear Headphones Provide Good Sound at a Good Price,https://www.reviewgeek.com/p/uploads/2020/09/401c14f8.png,"Decent  headphones aren’t inexpensive, but they don’t necessarily have to cost $300 or more.  If you’re willing to compromise just a little bit on sound quality and features, the 1More Over-Ears headphones will give you good sound and comfort, and will be somewhat easier on your wallet. They aren’t wireless, however, and they lack active noise cancellation (ANC), common features even at this price point.",41249,1More Over-Ear Headphones Provide Good Sound at a Good Price,7,10,Ted Needleman,2020-09-11T09:00:54-04:00,https://www.reviewgeek.com/41249/1more-over-ear-headphones-provide-good-sound-at-a-good-price/,"There are two features that I wish the 1More phones had offered. Most disappointing is the lack of Active Noise Cancellation. Not everyone needs or even uses this feature, but its lack in a pair of $200 headphones is, in my opinion, a serious flaw, especially considering that there are numerous headphones for $100 or less that incorporate ANC."
Oppo Watch Review: Making the Most Out of a Bad Situation,https://www.reviewgeek.com/p/uploads/2020/09/8e5048bd.jpg,"The world of smartwatches has evolved dramatically and quickly. That is unless you consider Google’s Wear OS platform, which hasn’t grown or changed much since the 2.0 update nearly two years ago. That’s what OPPO had to work with for its Watch—a platform riddled with shortcomings relative to the rest of the market. But by adding its own features in, it hopes to offset Wear OS’ faults.",52686,Oppo Watch ,6,10,Cameron Summerson,2020-09-09T09:00:38-04:00,https://www.reviewgeek.com/52686/oppo-watch-review-making-the-most-out-of-a-bad-situation/,Wear OS started out as a good smartwatch platform but has simply been outpaced from Apple and Samsung over the last few years. Fitbit is a great fitness tracker than also offers nearly all smartwatch features that many users would want.
The Solo Ludlow Tablet Sling Is a Perfect Little Bag for Little Laptop Trips,https://www.reviewgeek.com/p/uploads/2020/08/e7e44edc-4.jpg,"I picked up a IdeaPad Duet a few weeks after it launched, and I’ve loved it as an ultra-portable companion. I pair it up with a tiny mouse and my homemade keyboard when I want to go somewhere and focus on writing. But stuffing all those mini electronics in my Peak Design bag seemed like a waste. I needed something smaller.",51487,The Solo Ludlow Tablet Sling Is a Perfect Little Bag for Little Laptop Trips,8,10,Michael Crider,2020-09-08T10:24:23-04:00,https://www.reviewgeek.com/51487/the-solo-ludlow-tablet-sling-is-a-perfect-little-bag-for-little-laptop-trips/,"The bag is cheap, to be frank. It has minimal padding in the main chamber, but everything in the front two pockets will be exposed to hard bumps and jostles. It’s not bulletproof, certainly not waterproof, and I don’t think I’d trust it on a cross-country flight."
Lenovo Smart Clock Essential Review: Wait for a Sale on the Original,https://www.reviewgeek.com/p/uploads/2020/10/e35c3559.jpg,"I was extremely excited when Lenovo first showed off the Smart Clock Essential. As a simpler, cheaper version of the Smart Clock, one of our favorite smart home gadgets, it seemed like an easy winner. Alas, that’s not the case: a combination of poor user interface choices and flaky, undependable software makes the Smart Clock Essential a dud at best.",58459,Lenovo Smart Clock Essential ,4,10,Michael Crider,2020-10-31T09:00:45-04:00,https://www.reviewgeek.com/58459/lenovo-smart-clock-essential-review-wait-for-a-sale-on-the-original/,"On top of that, you can get an easy-to-read alarm clock with Bluetooth for music playback and a charging port for your phone for $20-30. It won’t have smart speaker functionality or weather display, but it won’t come with the headaches of this connected design, either."
Loupedeck CT Review: A Lot of Money for a Little Help,https://www.reviewgeek.com/p/uploads/2020/09/5f2a6dc3.jpg,"The Loupedeck CT (short for Creative Tool) is a $549 input device designed to speed up creative tasks like photo editing, video editing, and audio production. I’ve been using one to edit photos in Creative Cloud apps like Lightroom and Photoshop over the last little while, and it’s a tough one to review. Here’s why.",53565,Loupedeck CT ,8,10,Harry Guinness,2020-09-25T10:24:00-04:00,https://www.reviewgeek.com/53565/loupedeck-ct-review-a-lot-of-money-for-a-little-help-in-creative-cloud/,"And if you love the idea of what the Loupedeck CT can do but are put off by the sticker shock, you do have a few options. Gamers have long been using control pads like the "
Kyvol Cybovac E30 Robot Vacuum: A Competent Cleaner with Floor Mapping Memory,https://www.reviewgeek.com/p/uploads/2020/08/70f1d4e9.jpg,"The Cybovac E30 is a robot vacuum cleaner (RVC) that forms part of the new Kyvol range of semi-autonomous cleaning solutions. They have released three models: the E20 (vacuum), the E30 (vacuum), and the E31 (vacuum/mop hybrid). The E30 is their midrange option and, as such, has several features you would expect from such an RVC.",51059,Kyvol Cybovac E30 Robot Vacuum: A Competent Cleaner with Floor Mapping Memory,7,10,Ste Knight,2020-09-10T09:00:03-04:00,https://www.reviewgeek.com/51059/kyvol-cybovac-e30-robot-vacuum-a-competent-cleaner-with-floor-mapping-memory/,"The Cybovac E30 cleans relatively well. It doesn’t struggle with carpets or hard floors in terms of actually sucking the debris up. However, I feel it is hampered by the fact that it only has one side brush, and therefore, doesn’t pick everything up as you might like. The fact that the lower-end model has two brushes, while the mid- and top-end models don’t, is somewhat confusing."
MOGA XP5-X Plus Review: A Premium Mobile Controller for the Game-Streaming Future,https://www.reviewgeek.com/p/uploads/2020/09/62ff4f59.jpg,"While most mobile games are designed with touch screens in mind, we’re starting to see more console/PC games playable on mobile devices through streaming platforms like Google Stadia and GeForce NOW. When it comes to those types of games, you’re going to need a controller to properly play them, and the MOGA XP5-X Plus from PowerA was specifically designed with these platforms in mind.",51957,MOGA XP5-X Plus ,9,10,Eric Schoon,2020-09-14T09:00:00-04:00,https://www.reviewgeek.com/51957/moga-xp5-x-plus-review-the-premium-controller-for-the-game-streaming-future/,"The XP5-X doesn’t do much to wow you, and it doesn’t need to—game controllers are fairly straightforward products after all. So at that point, all that matters is the build quality, alongside any little bonus features the manufacturer can sneak in. And on that front, I’d say the XP5-X hit the nail on the head. It’s an incredibly comfortable controller to play with; the quality of life features, such as the rear buttons and battery life indicators, are great inclusions; and the interior battery bank is a nice touch."
Nest Audio Review: Music as the Artist Intended,https://www.reviewgeek.com/p/uploads/2020/10/f53c8d4e.jpg,"Google’s new $99 Nest Audio set out to accomplish one thing—make a better sounding Google Home. The original $130 Google Home is a competent smart speaker but produces a muddy sound. Thanks to a shape change and improved speakers, the Nest Audio promises to be louder and maintain a natural sound. Did Google succeed? Why yes, and it’s music to my ears.",55966,Nest Audio ,9,10,Josh Hendrickson,2020-10-05T08:00:31-04:00,https://www.reviewgeek.com/55966/nest-audio-review-music-as-the-artist-intended/,"Google says that thanks to an upgraded processor, your voice commands will work more quickly over time as it learns what you ask for most. I didn’t notice that right away, and my smart home didn’t work any faster. But it may not have been long enough."
Chromecast with Google TV Review: Roku Should Be Worried,https://www.reviewgeek.com/p/uploads/2020/10/2e0dca1d.jpg,"For years, when friends or family asked me “what streaming gadget should I buy,” my answer was “get a Roku.” Assuming your TV’s built-in smart interface isn’t to your liking, it’s the best option in terms of price and compatibility. Or at least it was: Google’s redesigned oddly-branded “Chromecast with Google TV” is a serious contender for the best streaming stick, dongle, box, thingy in its price range.",56381,Chromecast with Google TV ,8,10,Michael Crider,2020-10-09T08:00:56-04:00,https://www.reviewgeek.com/56381/chromecast-with-google-tv-review-roku-should-be-worried/,"The new Chromecast is more capable than the old Chromecast Ultra, though not quite as amazingly powerful as the SHIELD. But it’s still got an impressive mix of utility and value, especially if you’re using multiple streaming services and/or lean heavily on YouTube for your content."
Skullcandy Push Ultra Review: A Solid Workout Companion,https://www.reviewgeek.com/p/uploads/2020/09/2e0d03b7.jpg,"Back in July, I took the Skullcandy Indy Fuel earbuds for a spin and came away very impressed. These are now my most recommended ‘buds in the sub-$100 price range. My focus then shifted to Skullcandy’s newest workout earbuds, the Push Ultra. They have a pretty unique design for a set of earbuds, which works very well while working out—but perhaps not as much in everyday use.",55448,Skullcandy Push Ultra ,7,10,Cameron Summerson,2020-10-09T10:24:00-04:00,https://www.reviewgeek.com/55448/skullcandy-push-ultra-review-a-solid-workout-companion/,"While this generally doesn’t make for the best listening experience, it works here. Because these are made to give you music when you’re working out "
Is the Niu NQi GTS Sport Electric Scooter the Future of Personal Transport?,https://www.reviewgeek.com/p/uploads/2020/10/34455d66.jpg,"The Niu NQi GTS Sport is one of the latest electric scooters to be released by Niu. The brand, based in China, has a range of two-wheeled electric-powered vehicles, and this new addition to their lineup represents a rich feature set and great value for money.",54558,Is the Niu NQi GTS Sport Electric Scooter the Future of Personal Transport?,8,10,Ste Knight,2020-10-08T10:24:00-04:00,https://www.reviewgeek.com/54558/is-the-niu-nqi-gts-sport-electric-scooter-the-future-of-personal-transport/,There is something about owning this kind of vehicle that just 
Xiaomi Redmi Note 9 Pro: A Sub-$300 Phone with Killer Upper-Midrange Features,https://www.reviewgeek.com/p/uploads/2020/08/099db75e.jpg,"The Redmi Note 9 Pro is the latest in Xiaomi’s mid-level handset range. The focus here is to deliver a smartphone with specs that sit at the top-end of the midrange at an affordable price. Given that it comes stacked with solid features, has Xiaomi achieved its goal?",49528,Xiaomi Redmi Note 9 Pro: A Sub-$300 Phone with Killer Upper-Midrange Features,8,10,Ste Knight,2020-08-15T08:00:00-04:00,https://www.reviewgeek.com/49528/xiaomi-redmi-note-9-pro-a-great-budget-phone-with-mid-range-features/,"If you’re on the hunt for an inexpensive smartphone, the Xiaomi Redmi Note 9 Pro is an excellent choice. It has plenty of the features you’d expect to find on a more expensive phone, and even some you won’t! The ability to expand the memory, for example, is a massive plus, given that default storage space isn’t all that vast."
"Pixel 4a Review: Google’s Best Phone Yet, at Any Price",https://www.reviewgeek.com/p/uploads/2020/08/fcc7b50c.jpg,"A year ago, our editor Cam declared “I love you, little plastic phone” to the Pixel 3a. It took all the good parts of Google’s Pixel flagships, filtered out the bad (the awful screen notch, battery life, and price), chopped off whatever wasn’t necessary, and became a budget sensation. The Pixel 4a is that, for the Pixel 4 … only more so.",51039,Pixel 4a ,10,10,Michael Crider,2020-08-20T08:00:13-04:00,https://www.reviewgeek.com/51039/pixel-4a-review-googles-best-phone-yet-at-any-price/,"The Pixel 4a would be a pretty good phone at $500. At $350, it’s phenomenal. Its better battery life and screen-to-body ratio might make it a winner versus either of the original Pixel 4 models at more than double the price. It’s a worthy successor to last year’s Pixel 3a series and an incredible competitor to any Android device in its category."
LEGO 1989 Batmobile Review: A Great Use of Nostalgia Dollars,https://www.reviewgeek.com/p/uploads/2020/08/42975e7d.jpg,"The Batmobile is one of the most iconic vehicles of all time. But the Batmobile you remember likely depends on your age. As someone born in the early ’80s, the 1989 Batmobile will always be mine. And now, LEGO has re-created it in all its black and dark gray glory—with some fiddly bits.",50101,LEGO 1989 Batmobile ,9,10,Josh Hendrickson,2020-08-14T09:00:00-04:00,https://www.reviewgeek.com/50101/lego-1989-batmobile-review-a-great-use-of-nostalgia-dollars/,"Despite being a branded set, you also get a lot of bricks for a good price. I consider a good set value to be 10 cents per brick. At $250 for 3,306 pieces, this set averages around 7 cents per brick, which is a steal! You also get a unique piece (the windshield) and a custom version of the Bat cowl."
Viewsonic M1 Mini Review: A Pico Projector That Fits in Your Pocket,https://www.reviewgeek.com/p/uploads/2020/08/4c8fe43b.jpg,"Want a big screen TV, but don’t have the room or the budget for one? Viewsonic’s M1 Mini is a tiny pico projector that literally fits in your pocket and can project a large image in a dark room. It lacks some of the features of its big brother—the M1+—but at $150, it’s also less than half the price.",30390,Viewsonic M1 Mini ,5,10,Ted Needleman,2020-09-06T08:00:20-04:00,https://www.reviewgeek.com/30390/viewsonic-m1-mini-a-pico-projector-that-fits-in-your-pocket/,"The source of your video material is also a concern, especially if you’re watching outside. Unless you want to run an AC extension cord for a laptop or Fire TV Stick/Roku, you’ll probably be limited to video on a flash drive or a battery-driven device, such as a phone or tablet using an adapter, between the device and the projector."
Peanut Butter Chex Is the Best Peanut Butter Cereal,https://www.reviewgeek.com/p/uploads/2020/08/b7845816.jpg,"I’m going to be very clear here: I love peanut butter. On sandwiches or crackers, in oatmeal, on toast, mixed with chocolate, and most other applications that are suitable for the use of peanut butter. But peanut butter-flavored cereals might be my favorite use of peanut butter. And Peanut Butter Chex is the best of the sub-niche of peanut butter cereals.",50959,Peanut Butter Chex Is the Best Peanut Butter Cereal,9,10,Cameron Summerson,2020-08-25T10:24:00-04:00,https://www.reviewgeek.com/50959/peanut-butter-chex-is-the-best-peanut-butter-cereal/,"And it pretty much stays that way throughout the duration of your bowl—unless you’re an unusually slow eater (or have like 5+ servings at once), the odds are you won’t have to deal with soggy cereal. I generally pair all cereals with original almond milk, which also adds just a bit of extra sweetness to the bowl. It’s pretty excellent."
